ID	YearClass	DayNumber	Current	YearClassStock	FL	Weight	Prefecture
A0573	2019	134 	Tsushima	2019T	21.11	0.08	Shimane
A0574	2019	239 	Kuroshio	2019K	113.51	19.35	Oita
A0575	2019	244 	Tsushima	2019T	125.89	24.67	Nagasaki
A0576	2019	136 	Tsushima	2019T	47.93	1.32	Shimane
A0577	2020	224 	Kuroshio	2020K	54.80	1.95	Iwate
A0578	2020	224 	Kuroshio	2020K	61.49	3.06	Iwate
A0579	2020	224 	Kuroshio	2020K	56.50	2.03	Iwate
A0580	2020	224 	Kuroshio	2020K	57.70	2.21	Iwate
A0581	2020	224 	Kuroshio	2020K	76.17	5.61	Iwate
A0582	2020	224 	Kuroshio	2020K	72.85	4.23	Iwate
A0583	2020	224 	Kuroshio	2020K	59.34	2.58	Iwate
A0584	2020	224 	Kuroshio	2020K	55.83	2.24	Iwate
A0585	2020	224 	Kuroshio	2020K	52.04	1.57	Iwate
A0586	2020	224 	Kuroshio	2020K	53.73	1.86	Iwate
A0587	2020	224 	Kuroshio	2020K	53.40	1.96	Iwate
A0588	2020	224 	Kuroshio	2020K	54.34	1.72	Iwate
A0589	2020	224 	Kuroshio	2020K	73.43	4.73	Iwate
A0590	2020	224 	Kuroshio	2020K	58.45	2.51	Iwate
A0591	2020	224 	Kuroshio	2020K	56.33	1.99	Iwate
A0592	2020	232 	Kuroshio	2020K	117.69	23.11	Ehime
A0593	2020	232 	Kuroshio	2020K	130.24	33.96	Ehime
A0594	2020	232 	Kuroshio	2020K	131.54	32.87	Ehime
A0595	2020	232 	Kuroshio	2020K	127.14	32.45	Ehime
A0596	2020	232 	Kuroshio	2020K	120.22	24.99	Ehime
A0597	2020	232 	Kuroshio	2020K	115.96	21.52	Ehime
A0598	2020	232 	Kuroshio	2020K	121.21	26.64	Ehime
A0599	2020	232 	Kuroshio	2020K	121.28	25.33	Ehime
A0600	2020	232 	Kuroshio	2020K	135.90	37.99	Ehime
A0601	2020	232 	Kuroshio	2020K	121.85	26.93	Ehime
A0602	2020	232 	Kuroshio	2020K	108.94	18.67	Ehime
A0603	2020	232 	Kuroshio	2020K	118.34	23.31	Ehime
A0604	2020	232 	Kuroshio	2020K	133.35	36.22	Ehime
A0605	2020	232 	Kuroshio	2020K	131.00	33.02	Ehime
A0606	2020	232 	Kuroshio	2020K	143.95	49.16	Ehime
A0607	2020	232 	Kuroshio	2020K	140.24	44.62	Ehime
A0608	2020	232 	Kuroshio	2020K	126.67	30.01	Ehime
A0609	2020	232 	Kuroshio	2020K	126.47	31.03	Ehime
A0610	2020	232 	Kuroshio	2020K	127.26	33.33	Ehime
A0611	2020	232 	Kuroshio	2020K	132.45	34.00	Ehime
A0612	2020	219 	Kuroshio	2020K	114.97	19.91	Wakayama
A0613	2020	219 	Kuroshio	2020K	123.61	27.24	Wakayama
A0614	2020	219 	Kuroshio	2020K	128.94	28.88	Wakayama
A0615	2020	219 	Kuroshio	2020K	128.89	29.10	Wakayama
A0616	2020	219 	Kuroshio	2020K	118.07	23.62	Wakayama
A0617	2020	234 	Kuroshio	2020K	127.20	30.16	Wakayama
A0618	2020	234 	Kuroshio	2020K	129.63	29.72	Wakayama
A0619	2020	234 	Kuroshio	2020K	119.64	23.74	Wakayama
A0620	2020	234 	Kuroshio	2020K	112.52	18.94	Wakayama
A0621	2020	234 	Kuroshio	2020K	120.42	23.80	Wakayama
A0622	2020	234 	Kuroshio	2020K	119.47	24.25	Wakayama
A0623	2020	234 	Kuroshio	2020K	118.38	23.43	Wakayama
A0624	2020	234 	Kuroshio	2020K	124.89	30.63	Wakayama
A0625	2020	234 	Kuroshio	2020K	118.47	24.00	Wakayama
A0626	2020	234 	Kuroshio	2020K	123.43	27.60	Wakayama
A0627	2019	269 	Kuroshio	2019K	110.40	21.00	Wakayama
A0628	2019	269 	Kuroshio	2019K	108.95	18.65	Wakayama
A0629	2019	269 	Kuroshio	2019K	109.54	18.22	Wakayama
A0630	2019	269 	Kuroshio	2019K	112.22	18.89	Wakayama
A0631	2019	269 	Kuroshio	2019K	120.54	24.94	Wakayama
A0632	2019	269 	Kuroshio	2019K	104.66	16.53	Wakayama
A0633	2019	269 	Kuroshio	2019K	115.46	20.62	Wakayama
A0634	2019	269 	Kuroshio	2019K	117.87	22.52	Wakayama
A0635	2019	269 	Kuroshio	2019K	110.81	19.98	Wakayama
A0636	2019	269 	Kuroshio	2019K	116.87	21.36	Wakayama
A0637	2019	302 	Kuroshio	2019K	120.20	22.46	Wakayama
A0638	2019	302 	Kuroshio	2019K	135.96	31.17	Wakayama
A0639	2019	302 	Kuroshio	2019K	125.30	26.00	Wakayama
A0640	2019	302 	Kuroshio	2019K	127.78	27.83	Wakayama
A0641	2019	302 	Kuroshio	2019K	128.28	27.18	Wakayama
A0642	2019	302 	Kuroshio	2019K	126.44	26.49	Wakayama
A0643	2019	302 	Kuroshio	2019K	116.91	20.03	Wakayama
A0644	2019	302 	Kuroshio	2019K	128.19	28.15	Wakayama
A0645	2019	302 	Kuroshio	2019K	125.25	24.81	Wakayama
A0646	2019	302 	Kuroshio	2019K	127.78	25.78	Wakayama
